user_1,user_2,relationship,closeness
381,18,acquaintance,0.123093393
18,486,child,0.9
486,18,parent,0.9
18,491,child,0.9
491,18,parent,0.9
18,59,neighbor,0.368959666
59,18,partner,0.368959666
18,785,child,0.9
785,18,parent,0.9
18,982,child,0.9
982,18,parent,0.9
18,870,neighbor,0.311685033
870,18,acquaintance,0.311685033
18,85,child,0.9
85,18,parent,0.9
18,918,partner,0.20205189
918,18,client,0.20205189
18,445,colleague,0.6
445,18,colleague,0.6
18,356,client,0.017753063
356,18,neighbor,0.017753063
18,778,child,0.9
778,18,parent,0.9
18,193,acquaintance,0.052650209
193,18,acquaintance,0.052650209
18,826,child,0.9
826,18,parent,0.9
18,255,friend,0.552348756
255,18,friend,0.552348756
18,472,acquaintance,0.250692975
472,18,acquaintance,0.250692975
18,783,child,0.9
783,18,parent,0.9
19,309,friend,0.536625394
309,19,friend,0.536625394
19,708,friend,0.656915559
708,19,friend,0.656915559
19,188,colleague,0.6
188,19,colleague,0.6
19,912,child,0.9
912,19,parent,0.9
19,432,child,0.9
432,19,parent,0.9
20,894,friend,0.787554683
894,20,friend,0.787554683
20,919,father,0.9
919,20,child,0.9
20,207,father,0.9
207,20,child,0.9
20,616,friend,0.555921829
616,20,friend,0.555921829
20,829,friend,0.858013229
829,20,friend,0.858013229
20,263,father,0.9
263,20,child,0.9
20,420,father,0.9
420,20,child,0.9
20,48,father,0.9
48,20,child,0.9
20,798,neighbor,0.432890539
798,20,acquaintance,0.432890539
20,131,partner,0.022629352
131,20,partner,0.022629352
20,709,friend,0.931803494
709,20,friend,0.931803494
20,795,friend,0.941332103
795,20,friend,0.941332103
20,332,father,0.9
332,20,child,0.9
20,784,friend,0.735965083
784,20,friend,0.735965083
20,474,father,0.9
474,20,child,0.9
20,42,friend,0.809809803
42,20,friend,0.809809803
20,480,father,0.9
480,20,child,0.9
21,40,friend,0.692283039
40,21,friend,0.692283039
21,391,child,0.9
391,21,parent,0.9
22,180,acquaintance,0.174983627
180,22,partner,0.174983627
22,240,colleague,0.6
240,22,colleague,0.6
22,600,friend,0.897829327
600,22,friend,0.897829327
22,976,friend,0.883191451
976,22,friend,0.883191451
22,527,neighbor,0.081347433
527,22,acquaintance,0.081347433
22,233,client,0.134123644
233,22,partner,0.134123644
22,485,friend,0.782116009
485,22,friend,0.782116009
22,89,friend,0.94343308
89,22,friend,0.94343308
22,51,friend,0.907738752
51,22,friend,0.907738752
22,87,father,0.9
87,22,child,0.9
22,313,father,0.9
313,22,child,0.9
22,196,friend,0.984099719
196,22,friend,0.984099719
22,729,client,0.438636634
729,22,acquaintance,0.438636634
22,776,father,0.9
776,22,child,0.9
22,556,acquaintance,0.404504068
556,22,acquaintance,0.404504068
22,483,partner,0.474850396
483,22,neighbor,0.474850396
22,524,friend,0.932549116
524,22,friend,0.932549116
22,308,father,0.9
308,22,child,0.9
23,647,partner,0.456327927
647,23,acquaintance,0.456327927
23,489,friend,0.581123197
489,23,friend,0.581123197
23,359,mother,0.9
359,23,child,0.9
23,823,friend,0.757829791
823,23,friend,0.757829791
23,811,friend,0.790371022
811,23,friend,0.790371022
23,570,mother,0.9
570,23,child,0.9
23,722,client,0.394666325
722,23,partner,0.394666325
23,690,friend,0.941955118
690,23,friend,0.941955118
23,476,mother,0.9
476,23,child,0.9
23,485,client,0.407758944
485,23,acquaintance,0.407758944
23,298,friend,0.796230031
298,23,friend,0.796230031
24,573,partner,0.412220375
573,24,partner,0.412220375
24,624,father,0.9
624,24,child,0.9
25,397,friend,0.996717053
397,25,friend,0.996717053
25,288,child,0.9
288,25,parent,0.9
25,99,child,0.9
99,25,parent,0.9
25,279,child,0.9
279,25,parent,0.9
25,644,child,0.9
644,25,parent,0.9
25,383,child,0.9
383,25,parent,0.9
26,428,friend,0.938815125
428,26,friend,0.938815125
27,522,child,0.9
522,27,parent,0.9
27,589,friend,0.638820982
589,27,friend,0.638820982
27,906,child,0.9
906,27,parent,0.9
27,85,child,0.9
85,27,parent,0.9
27,16,friend,0.630538387
16,27,friend,0.630538387
27,918,partner,0.16048367
918,27,neighbor,0.16048367
27,722,child,0.9
722,27,parent,0.9
27,430,child,0.9
430,27,parent,0.9
27,155,acquaintance,0.047207043
155,27,neighbor,0.047207043
27,63,child,0.9
63,27,parent,0.9
27,195,acquaintance,0.419298934
195,27,neighbor,0.419298934
27,318,child,0.9
318,27,parent,0.9
27,910,child,0.9
910,27,parent,0.9
27,673,partner,0.274425395
673,27,client,0.274425395
27,849,friend,0.845959387
849,27,friend,0.845959387
28,125,child,0.9
125,28,parent,0.9
28,840,colleague,0.6
840,28,colleague,0.6
28,426,child,0.9
426,28,parent,0.9
28,98,friend,0.729099563
98,28,friend,0.729099563
28,684,friend,0.891458583
684,28,friend,0.891458583
28,961,friend,0.660575137
961,28,friend,0.660575137
29,678,child,0.9
678,29,parent,0.9
29,449,child,0.9
449,29,parent,0.9
29,991,child,0.9
991,29,parent,0.9
29,634,friend,0.571734388
634,29,friend,0.571734388
29,64,child,0.9
64,29,parent,0.9
29,643,child,0.9
643,29,parent,0.9
30,976,friend,0.66714573
976,30,friend,0.66714573
30,990,acquaintance,0.398499439
990,30,acquaintance,0.398499439
30,923,friend,0.829333484
923,30,friend,0.829333484
30,93,father,0.9
93,30,child,0.9
30,836,acquaintance,0.174143059
836,30,acquaintance,0.174143059
30,305,neighbor,0.448794388
305,30,partner,0.448794388
30,245,father,0.9
245,30,child,0.9
30,13,father,0.9
13,30,child,0.9
30,771,friend,0.723676295
771,30,friend,0.723676295
30,114,friend,0.934685054
114,30,friend,0.934685054
30,891,father,0.9
891,30,child,0.9
30,669,father,0.9
669,30,child,0.9
31,812,mother,0.9
812,31,child,0.9
31,975,acquaintance,0.368713656
975,31,neighbor,0.368713656
31,855,mother,0.9
855,31,child,0.9
31,452,partner,0.162920973
452,31,acquaintance,0.162920973
31,424,mother,0.9
424,31,child,0.9
31,551,partner,0.024876148
551,31,partner,0.024876148
31,314,mother,0.9
314,31,child,0.9
31,105,mother,0.9
105,31,child,0.9
31,590,client,0.460502884
590,31,acquaintance,0.460502884
31,648,partner,0.448767431
648,31,partner,0.448767431
31,896,neighbor,0.26356897
896,31,neighbor,0.26356897
31,786,mother,0.9
786,31,child,0.9
31,963,colleague,0.6
963,31,colleague,0.6
31,509,acquaintance,0.289287163
509,31,client,0.289287163
31,681,client,0.372726614
681,31,neighbor,0.372726614
31,885,client,0.196315934
885,31,client,0.196315934
31,841,partner,0.284295288
841,31,neighbor,0.284295288
31,569,mother,0.9
569,31,child,0.9
32,454,friend,0.69073868
454,32,friend,0.69073868
32,605,father,0.9
605,32,child,0.9
32,526,father,0.9
526,32,child,0.9
32,212,friend,0.621976572
212,32,friend,0.621976572
32,814,acquaintance,0.460320473
814,32,neighbor,0.460320473
33,790,mother,0.9
790,33,child,0.9
34,665,client,0.385567697
665,34,acquaintance,0.385567697
34,930,child,0.9
930,34,parent,0.9
34,945,friend,0.999127096
945,34,friend,0.999127096
34,997,father,0.9
997,34,child,0.9
34,31,acquaintance,0.371660121
31,34,client,0.371660121
34,302,client,0.170571923
302,34,partner,0.170571923
34,368,friend,0.597185097
368,34,friend,0.597185097
34,429,neighbor,0.348422711
429,34,partner,0.348422711
34,399,friend,0.668459437
399,34,friend,0.668459437
34,81,partner,0.344173701
81,34,partner,0.344173701
34,621,client,0.288910315
621,34,neighbor,0.288910315
34,123,friend,0.696551826
123,34,friend,0.696551826
34,830,colleague,0.6
830,34,colleague,0.6
34,777,acquaintance,0.480931084
777,34,acquaintance,0.480931084
34,956,partner,0.029566645
956,34,partner,0.029566645
35,750,partner,0.021842779
750,35,neighbor,0.021842779
35,163,friend,0.556958886
163,35,friend,0.556958886
35,744,friend,0.767225725
744,35,friend,0.767225725
35,767,child,0.9
767,35,parent,0.9
35,58,friend,0.764900197
58,35,friend,0.764900197
35,154,friend,0.990589186
154,35,friend,0.990589186
35,140,friend,0.891271762
140,35,friend,0.891271762
35,345,child,0.9
345,35,parent,0.9
35,603,colleague,0.6
603,35,colleague,0.6
35,569,partner,0.018491502
569,35,partner,0.018491502
35,595,friend,0.982361692
595,35,friend,0.982361692
35,732,friend,0.545401384
732,35,friend,0.545401384
35,92,child,0.9
92,35,parent,0.9
35,676,neighbor,0.298633901
676,35,neighbor,0.298633901
35,250,friend,0.562230783
250,35,friend,0.562230783
35,355,child,0.9
355,35,parent,0.9
35,94,child,0.9
94,35,parent,0.9
35,667,child,0.9
667,35,parent,0.9
36,677,father,0.9
677,36,child,0.9
36,460,friend,0.554114171
460,36,friend,0.554114171
36,832,neighbor,0.015058788
832,36,neighbor,0.015058788
36,159,friend,0.704729379
159,36,friend,0.704729379
36,156,friend,0.591677762
156,36,friend,0.591677762
37,568,friend,0.945332588
568,37,friend,0.945332588
37,142,partner,0.18733536
142,37,partner,0.18733536
37,331,friend,0.943277107
331,37,friend,0.943277107
37,824,friend,0.699277485
824,37,friend,0.699277485
37,11,client,0.220698329
11,37,client,0.220698329
37,299,colleague,0.6
299,37,colleague,0.6
37,975,client,0.00769165
975,37,neighbor,0.00769165
37,683,friend,0.824353526
683,37,friend,0.824353526
37,457,neighbor,0.446259298
457,37,partner,0.446259298
37,420,partner,0.057651641
420,37,partner,0.057651641
38,526,father,0.9
526,38,child,0.9
38,380,father,0.9
380,38,child,0.9
38,250,client,0.28467224
250,38,acquaintance,0.28467224
38,253,partner,0.001268971
253,38,acquaintance,0.001268971
38,351,father,0.9
351,38,child,0.9
38,751,friend,0.895496567
751,38,friend,0.895496567
38,159,father,0.9
159,38,child,0.9
38,232,acquaintance,0.43777976
232,38,acquaintance,0.43777976
38,763,neighbor,0.190378966
763,38,client,0.190378966
38,759,acquaintance,0.186700717
759,38,partner,0.186700717
39,766,neighbor,0.407454322
766,39,acquaintance,0.407454322
39,53,child,0.9
53,39,parent,0.9
39,59,partner,0.324033362
59,39,partner,0.324033362
39,602,neighbor,0.043254664
602,39,partner,0.043254664
39,903,partner,0.060129386
903,39,acquaintance,0.060129386
39,676,acquaintance,0.057108409
676,39,client,0.057108409
39,719,neighbor,0.345957852
719,39,acquaintance,0.345957852
39,413,child,0.9
413,39,parent,0.9
40,145,friend,0.563575269
145,40,friend,0.563575269
40,200,child,0.9
200,40,parent,0.9
40,332,friend,0.84155193
332,40,friend,0.84155193
40,589,friend,0.799215067
589,40,friend,0.799215067
40,307,friend,0.821017502
307,40,friend,0.821017502
40,905,neighbor,0.285126509
905,40,acquaintance,0.285126509
40,551,child,0.9
551,40,parent,0.9
40,335,acquaintance,0.236015453
335,40,client,0.236015453
40,633,friend,0.505740054
633,40,friend,0.505740054
40,445,friend,0.881350757
445,40,friend,0.881350757
40,146,child,0.9
146,40,parent,0.9
40,848,friend,0.577869798
848,40,friend,0.577869798
40,182,friend,0.92890099
182,40,friend,0.92890099
40,326,friend,0.658058586
326,40,friend,0.658058586
40,174,friend,0.514287604
174,40,friend,0.514287604
41,318,child,0.9
318,41,parent,0.9
41,519,neighbor,0.145089247
519,41,acquaintance,0.145089247
41,950,friend,0.71287457
950,41,friend,0.71287457
41,46,child,0.9
46,41,parent,0.9
41,4,child,0.9
4,41,parent,0.9
41,540,child,0.9
540,41,parent,0.9
42,334,father,0.9
334,42,child,0.9
42,392,friend,0.841966611
392,42,friend,0.841966611
42,724,friend,0.524202632
724,42,friend,0.524202632
42,631,client,0.360919427
631,42,client,0.360919427
42,549,father,0.9
549,42,child,0.9
42,583,colleague,0.6
583,42,colleague,0.6
42,386,client,0.30138529
386,42,acquaintance,0.30138529
42,407,colleague,0.6
407,42,colleague,0.6
42,574,friend,0.991292266
574,42,friend,0.991292266
42,170,father,0.9
170,42,child,0.9
42,26,client,0.474413377
26,42,client,0.474413377
42,19,partner,0.202124719
19,42,partner,0.202124719
42,779,client,0.03848553
779,42,partner,0.03848553
42,601,father,0.9
601,42,child,0.9
43,177,acquaintance,0.150233824
177,43,acquaintance,0.150233824
43,483,child,0.9
483,43,parent,0.9
44,703,acquaintance,0.017243972
703,44,neighbor,0.017243972
44,373,friend,0.628699806
373,44,friend,0.628699806
44,613,friend,0.960225707
613,44,friend,0.960225707
44,394,father,0.9
394,44,child,0.9
44,397,father,0.9
397,44,child,0.9
44,474,neighbor,0.453669437
474,44,partner,0.453669437
44,249,father,0.9
249,44,child,0.9
44,658,friend,0.893344417
658,44,friend,0.893344417
44,32,friend,0.778844739
32,44,friend,0.778844739
44,739,father,0.9
739,44,child,0.9
44,127,father,0.9
127,44,child,0.9
44,715,partner,0.35402597
715,44,partner,0.35402597
45,929,client,0.163322021
929,45,neighbor,0.163322021
45,122,mother,0.9
122,45,child,0.9
46,830,acquaintance,0.476646189
830,46,neighbor,0.476646189
46,550,partner,0.24945294
550,46,client,0.24945294
46,931,acquaintance,0.186222818
931,46,partner,0.186222818
46,342,acquaintance,0.02583449
342,46,client,0.02583449
46,671,child,0.9
671,46,parent,0.9
46,588,father,0.9
588,46,child,0.9
46,497,acquaintance,0.022376095
497,46,partner,0.022376095
46,928,neighbor,0.25964209
928,46,neighbor,0.25964209
46,944,neighbor,0.081445562
944,46,partner,0.081445562
46,890,father,0.9
890,46,child,0.9
47,965,partner,0.420307871
965,47,acquaintance,0.420307871
47,92,child,0.9
92,47,parent,0.9
47,114,child,0.9
114,47,parent,0.9
47,882,partner,0.410461651
882,47,partner,0.410461651
47,197,neighbor,0.28205669
197,47,acquaintance,0.28205669
47,240,acquaintance,0.274465004
240,47,acquaintance,0.274465004
47,885,client,0.484161973
885,47,client,0.484161973
47,503,child,0.9
503,47,parent,0.9
47,942,child,0.9
942,47,parent,0.9
48,11,child,0.9
11,48,parent,0.9
48,465,child,0.9
465,48,parent,0.9
48,785,child,0.9
785,48,parent,0.9
48,617,child,0.9
617,48,parent,0.9
48,67,child,0.9
67,48,parent,0.9
48,116,friend,0.998313147
116,48,friend,0.998313147
48,764,child,0.9
764,48,parent,0.9
48,432,child,0.9
432,48,parent,0.9
48,463,friend,0.574002295
463,48,friend,0.574002295
48,311,friend,0.807428321
311,48,friend,0.807428321
49,101,neighbor,0.359900206
101,49,acquaintance,0.359900206
49,920,child,0.9
920,49,parent,0.9
49,251,child,0.9
251,49,parent,0.9
49,630,partner,0.467641179
630,49,client,0.467641179
49,298,acquaintance,0.443355387
298,49,acquaintance,0.443355387
49,865,client,0.254776216
865,49,client,0.254776216
49,523,friend,0.759131842
523,49,friend,0.759131842
49,62,child,0.9
62,49,parent,0.9
50,888,client,0.436742136
888,50,partner,0.436742136
50,570,neighbor,0.303597265
570,50,client,0.303597265
51,687,friend,0.577921316
687,51,friend,0.577921316
51,191,friend,0.622447384
191,51,friend,0.622447384
51,516,friend,0.999388717
516,51,friend,0.999388717
51,203,friend,0.616140889
203,51,friend,0.616140889
52,533,neighbor,0.034855912
533,52,acquaintance,0.034855912
52,33,partner,0.395612059
33,52,acquaintance,0.395612059
52,298,colleague,0.6
298,52,colleague,0.6
52,979,neighbor,0.013480919
979,52,partner,0.013480919
52,845,friend,0.817610556
845,52,friend,0.817610556
52,39,friend,0.927895675
39,52,friend,0.927895675
52,45,neighbor,0.056696566
45,52,partner,0.056696566
52,268,client,0.440630738
268,52,client,0.440630738
52,377,father,0.9
377,52,child,0.9
52,299,friend,0.733376664
299,52,friend,0.733376664
52,343,client,0.20514887
343,52,neighbor,0.20514887
52,220,acquaintance,0.274103622
220,52,neighbor,0.274103622
52,825,partner,0.384206082
825,52,acquaintance,0.384206082
52,369,client,0.106380107
369,52,client,0.106380107
52,485,child,0.9
485,52,parent,0.9
52,924,client,0.147460172
924,52,acquaintance,0.147460172
53,790,mother,0.9
790,53,child,0.9
53,952,friend,0.540486824
952,53,friend,0.540486824
53,785,friend,0.73848694
785,53,friend,0.73848694
53,80,mother,0.9
80,53,child,0.9
53,317,friend,0.866036871
317,53,friend,0.866036871
53,5,friend,0.890094235
5,53,friend,0.890094235
53,694,friend,0.929612204
694,53,friend,0.929612204
54,618,child,0.9
618,54,parent,0.9
54,65,child,0.9
65,54,parent,0.9
54,5,child,0.9
5,54,parent,0.9
54,466,child,0.9
466,54,parent,0.9
54,660,child,0.9
660,54,parent,0.9
54,195,acquaintance,0.37685308
195,54,client,0.37685308
55,459,friend,0.905079623
459,55,friend,0.905079623
55,915,partner,0.158724037
915,55,acquaintance,0.158724037
55,770,child,0.9
770,55,parent,0.9
55,937,acquaintance,0.441857407
937,55,partner,0.441857407
55,629,neighbor,0.160520553
629,55,partner,0.160520553
55,612,child,0.9
612,55,parent,0.9
55,230,client,0.422367192
230,55,partner,0.422367192
55,789,neighbor,0.398735095
789,55,neighbor,0.398735095
55,796,acquaintance,0.23503626
796,55,neighbor,0.23503626
55,454,child,0.9
454,55,parent,0.9
55,292,acquaintance,0.433175998
292,55,neighbor,0.433175998
55,699,child,0.9
699,55,parent,0.9
55,637,neighbor,0.476064129
637,55,partner,0.476064129
56,169,colleague,0.6
169,56,colleague,0.6
56,567,child,0.9
567,56,parent,0.9
56,754,child,0.9
754,56,parent,0.9
56,805,client,0.335777165
805,56,acquaintance,0.335777165
56,710,client,0.004570221
710,56,partner,0.004570221
56,38,child,0.9
38,56,parent,0.9
56,48,friend,0.977645612
48,56,friend,0.977645612
56,882,partner,0.21241044
882,56,client,0.21241044
56,159,client,0.252650696
159,56,acquaintance,0.252650696
56,991,friend,0.706472506
991,56,friend,0.706472506
56,627,friend,0.618805903
627,56,friend,0.618805903
56,695,partner,0.193138901
695,56,acquaintance,0.193138901
56,505,child,0.9
505,56,parent,0.9
56,594,client,0.468893017
594,56,acquaintance,0.468893017
56,779,client,0.37204432
779,56,acquaintance,0.37204432
56,208,friend,0.949570416
208,56,friend,0.949570416
57,963,child,0.9
963,57,parent,0.9
57,996,child,0.9
996,57,parent,0.9
57,568,client,0.179968836
568,57,partner,0.179968836
57,745,colleague,0.6
745,57,colleague,0.6
57,497,friend,0.561076014
497,57,friend,0.561076014
57,585,friend,0.805489074
585,57,friend,0.805489074
57,811,child,0.9
811,57,parent,0.9
57,949,friend,0.713008177
949,57,friend,0.713008177
57,268,child,0.9
268,57,parent,0.9
57,741,acquaintance,0.415042051
741,57,neighbor,0.415042051
57,272,acquaintance,0.478800149
272,57,partner,0.478800149
57,252,acquaintance,0.388498835
252,57,client,0.388498835
57,583,child,0.9
583,57,parent,0.9
57,920,child,0.9
920,57,parent,0.9
57,727,friend,0.629703648
727,57,friend,0.629703648
57,606,friend,0.576353638
606,57,friend,0.576353638
58,925,friend,0.862337995
925,58,friend,0.862337995
58,457,child,0.9
457,58,parent,0.9
58,12,friend,0.660482869
12,58,friend,0.660482869
